"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"2122","영화상영관","03_13_02_P","3510500","CDFF4220002005000003","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 3관","2024-10-04 13:13:54","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2123","영화상영관","03_13_02_P","3510500","CDFF4220002005000004","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 4관","2024-10-04 13:13:54","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2124","영화상영관","03_13_02_P","3510500","CDFF4220002005000005","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 5관","2024-10-04 13:13:54","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2125","영화상영관","03_13_02_P","3510500","CDFF4220002005000006","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 6관","2024-10-04 13:13:54","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2126","영화상영관","03_13_02_P","3510500","CDFF4220002005000007","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 7관","2024-10-04 13:13:54","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2127","영화상영관","03_13_02_P","3510500","CDFF4220002005000008","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 8관","2024-10-04 13:13:54","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2128","영화상영관","03_13_02_P","3510500","CDFF4220002005000009","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 9관","2024-10-04 13:13:54","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2129","영화상영관","03_13_02_P","3510500","CDFF4220002005000010","2005-09-05","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 관교동 15 지하1층","인천광역시 미추홀구 연남로 35, 지하1층 (관교동)","22242","롯데시네마 인천터미널 1관","2025-07-28 11:35:52","U","2025-07-30 02:40:00","","173499.267314606","437739.32138498","영화상영관","영화상영관","","","","","","","","1","","","","","","","","","","","","","","","","","","영화관","","20050905","",
"2130","영화상영관","03_13_02_P","3510500","CDFF4220002005000011","2005-09-05","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 관교동 15 지하1층","인천광역시 미추홀구 연남로 35, 지하1층 (관교동)","22242","롯데시네마 인천터미널 2관","2025-07-28 11:38:01","U","2025-07-30 02:40:00","","173499.267314606","437739.32138498","영화상영관","영화상영관","0","","","0","0","0","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20050905","",
"2131","영화상영관","03_13_02_P","5480000","CDFF4220002016000002","2016-07-01","","01","영업/정상","13","영업중","","","","","055-932-7053","","","경상남도 합천군 합천읍 합천리 512 합천시네마","경상남도 합천군 합천읍 남정길 76, 합천시네마","50232","합천시네마 1관","2024-05-30 13:49:54","U","2024-06-01 02:40:00","","304875.26025766","230377.743371964","영화상영관","","2","주택가주변","","","2","0","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20160701","주거지역",
"2132","영화상영관","03_13_02_P","4810000","CDFF4220002015000007","2015-02-03","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 웅천동 1720-3","전라남도 여수시 웅천로 19-35 (웅천동)","59692","CGV여수웅천(제6관)","2025-04-21 13:59:37","U","2025-04-23 02:40:00","","262077.57807333","139123.012071298","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20150203","",
"2133","영화상영관","03_13_02_P","4810000","CDFF4220002000000003","2000-01-03","","01","영업/정상","13","영업중","","","","","","","560-822","전라북도 전주시 완산구 서신동 965-3번지 대우대창 103-306","","","시청각 교육 영화사","2004-09-03 17:19:33","I","2018-08-31 23:59:59","","210611.124762893","259411.955051776","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20000103","",
"2134","영화상영관","03_13_02_P","4800000","CDFF4220002005000004","2005-01-18","","01","영업/정상","13","영업중","","","","","284-2800","","","전라남도 목포시 상동 1129-6","전라남도 목포시 원형동로 53 (상동)","58747","CGV목포평화광장4관","2025-04-23 14:26:13","U","2025-04-25 02:40:00","","148058.314417882","144672.793832658","영화상영관","영화상영관","8","기타","","","7","1","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20050118","상업지역",
"2135","영화상영관","03_13_02_P","4820000","CDFF4220002003000013","2003-12-16","","01","영업/정상","13","영업중","","","","","061-741-2067","","","전라남도 순천시 장천동 54-1","전라남도 순천시 장명로 22 (장천동)","57956","씨제이 씨지브이 주식회사(순천4관)","2025-04-30 17:52:12","U","2025-05-02 02:40:00","","244349.161350935","161432.487274316","영화상영관","영화상영관","8","기타","","0","7","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20031216","일반상업지역",
"2136","영화상영관","03_13_02_P","4820000","CDFF4220002005000006","2005-12-28","","01","영업/정상","13","영업중","","","","","745-9155","","","전라남도 순천시 덕암동 151 701호","전라남도 순천시 충효로 15 (덕암동)","57964","메가박스 6관","2025-09-25 18:26:18","U","2025-09-27 02:40:00","","246595.81940639","160387.285370863","영화상영관","영화상영관","11","기타","","","9","2","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20051228","일반상업지역",
"2137","영화상영관","03_13_02_P","4620000","CDFF4220002017000002","2017-09-14","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 태안읍 동문리 8-2","충청남도 태안군 태안읍 백화로 192","32140","태안 작은영화관 2관","2020-08-28 16:47:01","U","2020-08-30 02:40:00","","138419.64346462","361755.269522226","영화상영관","","","기타","","","2","","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20170914","일반주거지역",
"2138","영화상영관","03_13_02_P","6520000","CDFF4220002003000001","2003-03-13","","01","영업/정상","13","영업중","","","","","","","697-808","제주특별자치도 서귀포시 색달동 2889-1번지","","","시네메드자동차극장","2003-03-13 10:41:06","I","2018-08-31 23:59:59","","145362.077226081","-27607.7099924192","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","자동차극장","","20030313","",
"2139","영화상영관","03_13_02_P","6520000","CDFF4220002005000001","2005-12-23","","01","영업/정상","13","영업중","","","","","738-9917","","","제주특별자치도 서귀포시 법환동 914","제주특별자치도 서귀포시 월드컵로 31 (법환동)","63572","롯데시네마 서귀포 1관","2022-12-28 10:19:37","U","2022-12-30 02:40:00","","154166.130335479","-27615.1899714559","영화상영관","영화상영관","4","","","0","0","2","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051223","",
"2140","영화상영관","03_13_02_P","6520000","CDFF4220002005000003","2005-12-23","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 법환동 914번지","제주특별자치도 서귀포시 월드컵로 31 (법환동)","63572","롯데시네마 서귀포2관","2016-06-24 17:32:03","I","2018-08-31 23:59:59","","154166.130335479","-27615.1899714559","영화상영관","영화상영관","4","","","","","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20051223","",
"2141","영화상영관","03_13_02_P","6520000","CDFF4220002005000004","2005-12-23","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 법환동 914번지","제주특별자치도 서귀포시 월드컵로 31 (법환동)","63572","롯데시네마 서귀포 3관","2016-06-24 17:33:01","I","2018-08-31 23:59:59","","154166.130335479","-27615.1899714559","영화상영관","영화상영관","4","","","","","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20051223","",
"2142","영화상영관","03_13_02_P","6520000","CDFF4220002005000005","2005-12-23","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 법환동 914번지","제주특별자치도 서귀포시 월드컵로 31 (법환동)","63572","롯데시네마 서귀포 5관","2016-06-24 17:34:45","I","2018-08-31 23:59:59","","154166.130335479","-27615.1899714559","영화상영관","영화상영관","4","","","","","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20051223","",
"2143","영화상영관","03_13_02_P","6520000","CDFF4220002005000006","2005-12-28","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 법환동 914번지","제주특별자치도 서귀포시 월드컵로 31 (법환동)","63572","롯데시네마 서귀포 7관","2016-06-24 17:36:18","I","2018-08-31 23:59:59","","154166.130335479","-27615.1899714559","영화상영관","영화상영관","4","","","","","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20051228","",
"2144","영화상영관","03_13_02_P","6520000","CDFF4220002005000007","2005-12-28","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 법환동 914번지","제주특별자치도 서귀포시 월드컵로 31 (법환동)","63572","롯데시네마 서귀포 6관","2016-06-24 17:35:37","I","2018-08-31 23:59:59","","154166.130335479","-27615.1899714559","영화상영관","영화상영관","4","","","","","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20051228","",
"2145","영화상영관","03_13_02_P","3820000","CDFF4220002012000002","2012-04-16","","01","영업/정상","13","영업중","","","","","031-8082-0930","","","경기도 의정부시 의정부동 168-54 신세계백화점 10층","경기도 의정부시 평화로 525 (의정부동, 신세계백화점 10층)","11696","CGV 의정부 제2관","2025-04-24 17:30:14","U","2025-04-26 02:40:00","","204011.301931196","470564.015529834","영화상영관","","11","기타","","","11","1","유통시설","1.5","","","","","","","","","","","","","","","","","","영화관","","20120416","상업지역",
"2146","영화상영관","03_13_02_P","3820000","CDFF4220002012000003","2012-04-16","","01","영업/정상","13","영업중","","","","","031-8082-0930","","","경기도 의정부시 의정부동 168-54 신세계백화점 10층","경기도 의정부시 평화로 525 (의정부동, 신세계백화점 10층)","11696","CGV 의정부 제3관","2025-04-24 17:30:15","U","2025-04-26 02:40:00","","204011.301931196","470564.015529834","영화상영관","","11","기타","","","11","1","유통시설","1.5","","","","","","","","","","","","","","","","","","영화관","","20120416","상업지역",
